34 128
1 -0.009609576 0.029374344 -0.025983887 0.25728226 0.06569538 -0.08180778 0.36084962 -0.03887577 -0.25055444 0.28603843 0.3055223 -0.18704301 0.009982613 0.07442204 0.120422244 -0.1326138 0.18678004 0.21473369 -0.045287084 0.20170435 0.12915143 0.43892294 -0.09198443 0.051633053 -0.08845116 0.1000454 -0.26323763 0.10812034 -0.047199205 -0.06883047 -0.410938 0.16559114 0.17035277 -0.11769228 -0.08824505 -0.19091353 0.17279872 0.054302067 0.008035962 0.05290665 -0.14253683 0.17212911 -0.07510888 -0.06875417 0.042165957 0.20399196 -0.3312614 0.07531839 -0.022656899 0.38048273 0.0032309578 0.40709025 0.2963205 -0.08492832 -0.027939958 0.012614162 0.10214337 -0.099381045 0.08811305 0.048597395 0.20126192 -0.25312266 0.02829903 0.020512005 0.08568527 -0.29193103 0.02066273 0.1036793 -0.039562546 0.006890378 -0.042130284 0.20042206 -0.03854094 0.002842584 0.06915789 -0.09750555 -0.07119476 0.20669192 -0.24847145 0.1972626 -0.03515019 -0.10263649 -0.2136226 0.24533974 0.01479333 -0.044477377 0.43080908 -0.06324538 0.22377743 0.34241718 -0.09137076 -0.15343736 -0.31746417 -0.00795009 0.112250686 0.081959225 -0.16541193 -0.3150581 -0.1444969 -0.037887104 -0.13121523 -0.2752907 0.17368081 -0.03491011 -0.05123918 -0.03093571 0.15931013 0.066255234 -0.010375676 0.017560344 0.21439384 0.0043404317 0.12464326 -0.0563795 -0.22213906 0.0054263016 -0.035198458 0.2306089 -0.056557532 0.18135808 -0.026835065 -0.031788815 0.07841067 0.07737972 0.045247305 -0.1833979 -0.15107144 0.22123848
3 0.055436265 -0.02492072 0.035721615 0.123113334 0.11652281 -0.11313387 0.30309218 -0.04910333 -0.054158416 0.2826417 0.31166723 -0.03799375 0.111886606 0.024288677 0.074169695 -0.048296943 0.11840247 0.19794334 0.045394894 0.17226988 0.17690831 0.3239851 -0.110104784 -0.088205166 -0.18334776 0.13151582 -0.2778138 0.033466805 0.11537723 0.05717396 -0.40633485 0.22199754 0.12881628 0.048285637 -0.04612079 -0.080641285 0.12566343 0.08131805 0.07293212 0.036280844 -0.017150933 0.19250664 -0.056679122 -0.116516754 0.01897979 0.12968498 -0.2896781 -0.047179367 -0.09552923 0.24218504 0.14146976 0.1687485 0.15426932 -0.09692078 -0.04009885 -0.064061806 0.05224387 -0.04942292 0.026571875 -0.09223516 0.17366467 -0.23363535 -0.0031102595 0.004337116 0.058022637 -0.33728546 -0.013318398 0.12472332 0.017643975 -0.053101815 -0.12525696 0.19944733 -0.055178702 0.0048372988 -0.0077532786 -0.12586619 -0.02137847 0.16481046 -0.26250663 0.19449368 -0.09611196 -0.13538142 -0.21026656 0.21223599 0.16544262 -0.14722571 0.48834634 -0.18304032 0.31541917 0.4217513 -0.14534834 -0.16876513 -0.4337147 -0.05274579 0.11329621 -0.006911067 -0.065516174 -0.37574852 -0.01901241 -0.1139385 -0.053427693 -0.23359814 0.17918861 -0.26761866 -0.1515112 -0.04198718 0.03574698 0.1446906 0.08789766 0.13085473 0.14280365 0.1069726 0.09552556 -0.11614418 -0.27835235 0.043467827 -0.07503794 0.26103234 -0.01227948 0.16765954 -0.03380788 -0.03326773 0.0031611533 0.06321733 -0.06269801 -0.11533506 -0.15253729 0.19034638
9 0.13188984 -0.04306024 0.043313596 0.03444391 0.120922096 -0.17067215 0.36867654 -0.044011887 -0.057540845 0.25940698 0.368041 -0.05231075 0.018769775 0.21318243 0.20176557 0.06924702 0.24921454 0.07749127 -0.062890664 0.18729937 0.28904542 0.35461608 -0.17705117 -0.07997813 -0.19824769 0.14639162 -0.33828008 -0.07214988 0.14487429 0.00045526167 -0.47985083 0.14962949 0.20192741 0.060392708 -0.12215178 -0.008485585 0.14493936 -0.025363341 0.04069315 0.04188246 -0.11716424 0.22854562 0.055258073 -0.15638472 -0.09335635 0.091647916 -0.42503026 -0.050843976 -0.060982898 0.22075348 0.18059006 0.18316509 0.21647574 -0.19084701 -0.016431803 -0.064453885 0.1470051 -0.023346351 0.03172915 -0.14490815 0.1506769 -0.2414552 -0.22975892 -0.044537537 0.114591956 -0.37543914 0.066678196 0.17638378 -0.09083756 0.0006759663 -0.0137115875 0.22677442 -0.13803823 -0.07419496 0.058690134 -0.10357133 -0.10197322 0.10244911 -0.2567377 0.1270875 -0.013343479 -0.24402153 -0.15388139 0.31944376 0.106437735 -0.16047974 0.2796064 -0.19096799 0.22013065 0.30454108 -0.10360742 -0.13562426 -0.4051157 -0.036821194 0.1650852 -0.04239829 -0.10112019 -0.3184449 -0.13267887 -0.09896252 0.060989633 -0.1462174 0.12437131 -0.200211 -0.013463909 -0.029562086 0.13010462 0.116301134 0.1515265 0.062042113 0.13207042 0.12079771 0.07922795 -0.18540947 -0.17203777 0.09659218 -0.18405148 0.27143592 -0.0007034871 0.0477548 0.030523298 0.012902231 0.00015558724 0.11183706 -0.05450614 0.019854562 -0.12211159 0.18476664
26 0.2788183 -0.12021055 0.57680476 0.09794612 -0.17539766 -0.5772468 -0.20594183 0.135443 0.06623442 -0.34266278 0.7691415 0.2680267 -0.108187415 -0.6273852 0.32393035 -0.007133378 -0.02952762 -0.03666971 -0.20451649 0.058549736 0.17175308 0.41022107 0.2816424 -0.12504901 -0.46842304 0.36739358 -0.54085547 0.2556064 -0.115281 0.013866965 -0.45998257 -0.10825044 -0.11039399 -0.030707488 0.15665321 -0.16156289 0.29032424 -0.26843938 0.5037424 0.23999065 0.06607648 0.11338356 0.19670041 -0.008394118 -0.0042750016 -0.063913286 0.38844988 -0.15824531 -0.0077627245 0.07254825 0.57940096 -0.4435942 0.34284946 0.25643072 0.3150373 0.1383125 0.24101882 0.1453927 -0.5167938 0.21864812 0.16596602 -0.42156667 0.04752254 0.09144041 0.2663791 -0.5195898 0.48032552 0.40999252 0.07308048 -0.3167582 0.35768282 -0.2392759 -0.26757497 -0.4005065 -0.102373265 -0.27600017 0.10739499 -0.5549055 0.10936382 0.3013766 0.37254724 -0.45376852 0.15491168 0.81144285 0.09446474 0.516164 0.09422863 0.20547356 0.24483049 0.37354076 -0.24840288 0.19759168 0.09122064 0.23768376 0.4148178 -0.022993505 -0.18143386 -0.39596283 0.45035496 -0.5292334 -0.41635138 -0.3857067 0.68427783 0.16575654 -0.3986858 -0.4547412 0.5573978 0.053923037 0.031934354 -0.5217277 0.08391299 -0.013248882 -0.0018701877 0.39425573 -0.008559915 -0.10568958 -0.1842744 0.24373542 0.24988808 -0.048972704 -0.52518994 -0.13632828 0.22540776 -0.09970174 -0.16743848 -0.45933837 0.049241927 -0.27938074
6 0.08138079 -0.006703747 0.14820176 -0.029286575 -0.03399316 -0.19768737 0.27519354 0.02050262 0.12531799 -0.16600183 0.21754088 -0.13314815 0.15070726 -0.31865692 0.38941163 -0.19783646 -0.09607378 0.1249964 -0.34386706 -0.23832686 -0.07060289 0.21385762 0.10510494 0.041224495 -0.37523672 0.12927158 0.33756256 0.4011224 0.45189485 -0.012631786 -0.71621966 0.043343555 -0.3048988 -0.111387774 -0.44322336 0.41462877 0.33932444 0.3550377 0.48792955 -0.25082496 0.08563181 0.14987059 0.09528093 -0.12646873 0.1649225 0.077141136 0.027744703 -0.725124 0.2497367 0.014948778 0.3801839 -0.25121546 0.29393595 0.22444476 0.18961763 0.027915722 0.13408291 -0.25155243 -0.36843103 -0.17503296 0.16718069 0.0038447634 -0.004160637 0.123478755 0.005224459 -0.101949655 -0.020975921 0.09639726 -0.1750484 -0.25204533 0.51522386 0.10553359 -0.5223669 0.09365246 0.12978896 0.0030984571 0.09658832 -0.1686132 0.25164855 0.5956491 0.3120888 -0.18904349 0.34818208 0.1849509 0.080940865 -0.023963215 0.3004714 -0.32155403 0.48028848 -0.18169531 -0.056429338 -0.07924635 0.18796778 0.18487322 0.329419 0.29750878 -0.48807475 -0.55896884 0.039485022 -0.31416476 -0.16476522 0.1608632 0.24806495 0.25953436 0.17850122 -0.116471544 0.25178057 -0.43078595 0.09327606 0.09571156 0.208563 0.30750337 0.21738948 0.47482657 0.20119332 -0.06834907 -0.0025671024 0.24350704 0.43020338 0.2680689 0.34309235 0.2493893 0.08635463 0.392469 0.30329555 -0.5632405 0.022081157 -0.19182566
33 0.10912356 -0.19482772 -0.0060543893 0.06634775 0.19269201 0.17301472 -0.19491486 -0.118096754 -0.060454685 0.29273388 0.091221906 -0.32277247 -0.042280782 0.05175601 -0.12998682 -0.3644594 0.09445353 0.05952664 -0.39229336 -0.13293491 -0.0040343925 0.29104742 0.16780178 0.21126539 -0.15064079 0.18900216 -0.26860666 -0.15469117 0.018368281 -0.21918803 -0.42472357 0.34175065 -0.04403959 0.12380851 -0.0017556917 -0.1449199 0.31582466 0.04446745 0.19863723 0.32205907 -0.094101906 -0.14616163 -0.05290795 -0.1933997 -0.19672549 -0.021242876 -0.18325269 -0.07806708 -0.023596378 0.23055466 -0.11818223 0.2630038 0.41474244 0.16655865 -0.25796095 0.15494473 0.0057365973 -0.10110374 -0.077113025 0.3087432 0.4306593 -0.2409341 0.23489606 0.4119736 0.2001674 -0.1495124 0.054411236 0.057275742 -0.16547926 -0.31963506 0.008073385 0.038036264 -0.027842132 -0.043216597 0.13554111 -0.39097077 -0.24291703 0.11238577 -0.19112344 0.29123986 -0.021169737 -0.17850558 -0.06714748 0.13901995 -0.090484135 0.28284186 0.20925751 0.22055216 0.036513947 0.40543002 -0.0029102461 0.027348083 -0.028399594 0.020802185 0.0754862 -0.0022976415 -0.28814843 -0.41545552 -0.18893805 -0.112045236 0.011493499 -0.25609085 -0.115748905 0.15826084 -0.062422656 -0.21824214 -0.048854593 -0.03216128 0.2677989 0.046404626 -0.023777252 -0.050349772 0.5141671 0.17019983 -0.24037659 -0.04778045 -0.2715323 0.2655962 0.11721451 0.16756362 0.0055000465 -0.22012575 0.017302642 0.35628477 0.039476197 -0.05331215 -0.035034135 0.1117478
21 0.14706284 0.23297496 0.48613438 -0.40608275 0.10543062 -0.49796635 -0.21666753 0.35590017 0.019684572 0.08674011 0.27541864 -0.23898625 -0.43197227 -0.26371163 -0.09382755 0.011413272 0.35827944 0.13086882 -0.044040184 0.6279058 0.24375068 -0.06272989 0.11720497 0.038626816 -0.51118547 0.21013893 -0.297733 0.15834832 0.23054755 -0.3486022 -0.37549862 0.26815218 -0.5112268 0.06966405 0.13274048 0.4348236 0.48181683 0.33590445 0.20520674 0.1509447 -0.1841233 0.20313576 0.24229966 -0.18854505 0.17471753 0.13362746 0.40492877 -0.4179458 -0.4974768 0.119619094 0.029129682 0.13131312 0.6232677 0.2382238 0.55526704 -0.07438093 0.38361332 0.34791368 -0.042247877 -0.61478597 0.27140704 -0.28055045 0.2486112 -0.19650818 0.5158894 0.010650244 0.16094291 0.1811459 -0.3935717 -0.2681742 0.31556332 -0.26018023 -0.24703145 -0.023964362 0.06812017 -0.25967804 -0.38304496 -0.37023547 -0.18301296 0.39177498 0.15219094 -0.55086416 0.038508795 0.026229098 0.36162728 0.19997172 0.29361033 -0.136505 0.26136026 0.32354894 -0.20649686 -0.1304068 0.1720667 0.17183183 0.050404754 0.39562672 -0.4239655 -0.53085285 0.34026715 -0.4459123 -0.51743186 0.0044888444 -0.12258643 -0.0037763251 0.22528209 -0.1138185 -0.11707271 -0.3164381 -0.34122923 -0.40887874 -0.25278595 0.050132688 0.210531 -0.19992912 0.34321612 -0.31943524 0.3154153 0.27876 0.15736273 0.033403516 0.033375625 -0.12150507 -0.24838255 -0.083851166 -0.02906705 -0.2803428 0.48172468 0.21388315
15 0.18615003 0.31440142 0.50132895 -0.42113894 0.04569379 -0.5324934 -0.20927842 0.4077161 -0.04976081 0.088632055 0.25153854 -0.16215797 -0.38983917 -0.23792265 -0.003471814 -0.051443323 0.34588975 0.15415795 -0.14994693 0.6036145 0.2030693 -0.10778233 0.1526099 0.018841373 -0.47070855 0.20571943 -0.31494707 0.13987967 0.3101769 -0.33222988 -0.5323289 0.39203483 -0.4444764 -0.02685505 0.14668126 0.38265845 0.44499987 0.39858237 0.0839895 0.20334491 -0.1184935 0.2094138 0.21712409 -0.11829098 0.12118996 0.17866665 0.24360058 -0.42468372 -0.40626195 0.18014541 0.02711685 0.18957125 0.63524127 0.21369827 0.45262015 0.017944338 0.31372446 0.38614258 0.01492324 -0.56233066 0.22961059 -0.20508988 0.20259008 -0.1568632 0.4190025 -0.013939281 0.17165138 0.13052264 -0.41083112 -0.34976512 0.23570123 -0.2582711 -0.20075625 -0.1336149 0.084429435 -0.22388813 -0.39603302 -0.40488815 -0.20725894 0.3132672 0.1873818 -0.5449282 0.124214165 0.03919587 0.38862476 0.1605749 0.2618859 -0.06768939 0.25509617 0.27005216 -0.30758214 -0.099182636 0.24532962 0.24487679 -0.11108174 0.45361218 -0.2932763 -0.44097817 0.41212833 -0.5295654 -0.5435004 0.022665942 -0.036757298 0.027342442 0.26738244 -0.18991607 -0.016765058 -0.34757462 -0.36078882 -0.40942433 -0.24234267 0.13371533 0.23762035 -0.23245881 0.3569421 -0.3761285 0.33127654 0.2640464 0.23194961 0.11571767 0.0816125 -0.18337895 -0.1953893 -0.123562045 -0.057581317 -0.2835806 0.5018646 0.13039955
4 -0.01605781 -0.052930225 -0.15013207 0.2584292 0.1782596 0.056563474 0.09718689 -0.10834816 -0.07465115 0.37478378 0.16786046 -0.17849493 0.08413445 0.0006028927 0.07974239 -0.22488734 0.15755025 0.14174195 -0.17244144 0.18922618 -0.08113066 0.27265126 -0.06824648 0.085457 -0.19817953 0.11548232 -0.2620388 -0.044804085 -0.049917962 -0.13803567 -0.3207606 0.22728573 0.049609933 0.04620136 0.02208191 -0.023844672 0.14783758 0.07418958 0.12834243 0.22316274 -0.12348674 0.10776156 -0.00870363 -0.102054596 0.0014513353 0.12009315 -0.27181143 0.10700347 -0.021510087 0.37619752 0.031624548 0.3108433 0.38076425 -0.15033327 -0.14951476 0.14088553 -0.047547977 -0.032433856 0.10991778 0.1644448 0.18012291 -0.15964447 0.033200167 0.25058135 0.16424635 -0.24659494 0.06727784 0.030262789 -0.04824876 -0.11463833 -0.11135352 0.12717623 0.0462845 -0.067049354 0.12007125 -0.23092203 0.00062851387 0.25964162 -0.21916038 0.33628756 -0.041781057 -0.14384045 -0.22402197 0.19428453 -0.032252155 -0.06786628 0.45917845 0.073088534 0.23845305 0.2949481 0.011360647 -0.19095232 -0.31093276 -0.055683408 0.06792846 0.0392488 -0.2316134 -0.43843824 -0.089938916 -0.15236561 -0.10772352 -0.3404044 0.14993638 -0.0062941313 -0.08791498 -0.015874697 0.07102781 0.031314317 0.11317026 0.13149294 0.10342157 0.12474403 0.24509291 -0.05735665 -0.33923638 -0.09736881 -0.19065018 0.12542929 -0.03334305 0.23878849 -0.041046225 -0.024238627 0.032476228 0.12958984 0.015269593 -0.03956599 0.021658698 0.10151724
10 0.20847914 0.05735828 0.02684446 -0.0041172225 0.1855402 -0.19353886 0.2210314 0.0013325147 -0.008669844 0.13721086 0.28634846 -0.033193044 0.018768745 0.20682769 0.3483705 0.20983014 0.31422466 0.031076383 -0.026121642 0.2927009 0.2700519 0.37239283 -0.049952768 -0.09734101 -0.2519156 0.3114117 -0.2031167 -0.17280954 0.14214063 0.03325756 -0.50086546 0.06800117 0.121139415 0.24994811 -0.2827714 -0.008419389 0.121110715 0.0034718004 -0.020737784 -0.09050163 -0.2341446 0.14894326 0.2110426 -0.12306705 -0.15227656 -0.07380408 -0.37550887 -0.11236585 -0.116732076 0.116581224 0.2464722 -0.0526749 0.2730378 0.007220411 -0.062031 -0.076824844 0.21667726 0.010806309 -0.08865869 -0.28490624 0.00887463 -0.13842545 -0.2144278 -0.24874935 0.2009585 -0.37487757 0.12837523 0.18537158 -0.09251301 -0.04052131 0.09457254 0.3118794 -0.20428666 -0.08814786 -0.037760314 0.073261976 -0.17898175 0.026948191 -0.45747215 0.14809373 -0.06891973 -0.29772952 -0.13910641 0.27683422 0.016782744 -0.36846212 0.25793588 -0.24362679 0.17987491 0.30893615 -0.14717413 -0.3089516 -0.48706368 -0.13809976 0.24481055 0.01418962 -0.06680959 -0.2549085 0.06752951 -0.29153216 0.17379327 -0.33666763 0.1629577 -0.25134322 -0.033728354 -0.09935824 0.2362925 0.2742552 0.08913155 0.11779337 0.1285509 0.21843193 0.11385221 -0.1704054 -0.21076624 0.10970456 -0.3131009 0.26012465 0.22546515 0.031519115 0.054029107 -0.069141425 0.0143820625 0.04896763 0.05905667 -0.11043545 -0.19537236 0.32211205
